sample,X,Y,Z,radii,Station,Latitude (N),Longitude (E),Depth (m),Temperature (C),Salinity (psu),Oxygen (mL/L),Fluorescence (mg/m^3),Turbidity (V),Nitrate (uM),Phosphate (uM),Silicate (uM),InverseSimpson,Shannon,Pielou,Richness,ko00010: Glycolysis / Gluconeogenesis,ko00020: Citrate cycle (TCA cycle),ko00030: Pentose phosphate pathway,ko00040: Pentose and glucuronate interconversions,ko00051: Fructose and mannose metabolism,ko00052: Galactose metabolism,ko00053: Ascorbate and aldarate metabolism,ko00061: Fatty acid biosynthesis,ko00071: Fatty acid metabolism,ko00072: Synthesis and degradation of ketone bodies,ko00100: Steroid biosynthesis,ko00130: Ubiquinone and other terpenoid-quinone biosynthesis,ko00140: Steroid hormone biosynthesis,ko00190: Oxidative phosphorylation,ko00195: Photosynthesis,ko00196: Photosynthesis - antenna proteins,ko00230: Purine metabolism,ko00240: Pyrimidine metabolism,"ko00250: Alanine, aspartate and glutamate metabolism","ko00260: Glycine, serine and threonine metabolism",ko00270: Cysteine and methionine metabolism,"ko00280: Valine, leucine and isoleucine degradation",ko00281: Geraniol degradation,"ko00290: Valine, leucine and isoleucine biosynthesis",ko00300: Lysine biosynthesis,ko00310: Lysine degradation,ko00311: Penicillin and cephalosporin biosynthesis,ko00330: Arginine and proline metabolism,ko00340: Histidine metabolism,ko00350: Tyrosine metabolism,ko00360: Phenylalanine metabolism,ko00361: Chlorocyclohexane and chlorobenzene degradation,ko00362: Benzoate degradation,ko00363: Bisphenol degradation,ko00380: Tryptophan metabolism,"ko00400: Phenylalanine, tyrosine and tryptophan biosynthesis",ko00410: beta-Alanine metabolism,ko00430: Taurine and hypotaurine metabolism,ko00440: Phosphonate and phosphinate metabolism,ko00450: Selenocompound metabolism,ko00460: Cyanoamino acid metabolism,ko00471: D-Glutamine and D-glutamate metabolism,ko00473: D-Alanine metabolism,ko00480: Glutathione metabolism,ko00500: Starch and sucrose metabolism,ko00510: N-Glycan biosynthesis,ko00511: Other glycan degradation,ko00520: Amino sugar and nucleotide sugar metabolism,ko00521: Streptomycin biosynthesis,"ko00522: Biosynthesis of 12-, 14- and 16-membered macrolides",ko00523: Polyketide sugar unit biosynthesis,ko00531: Glycosaminoglycan degradation,ko00540: Lipopolysaccharide biosynthesis,ko00550: Peptidoglycan biosynthesis,ko00561: Glycerolipid metabolism,ko00562: Inositol phosphate metabolism,ko00564: Glycerophospholipid metabolism,ko00565: Ether lipid metabolism,ko00590: Arachidonic acid metabolism,ko00591: Linoleic acid metabolism,ko00600: Sphingolipid metabolism,ko00620: Pyruvate metabolism,ko00624: Polycyclic aromatic hydrocarbon degradation,ko00625: Chloroalkane and chloroalkene degradation,ko00626: Naphthalene degradation,ko00627: Aminobenzoate degradation,ko00630: Glyoxylate and dicarboxylate metabolism,ko00633: Nitrotoluene degradation,ko00640: Propanoate metabolism,ko00643: Styrene degradation,ko00650: Butanoate metabolism,ko00660: C5-Branched dibasic acid metabolism,ko00670: One carbon pool by folate,ko00680: Methane metabolism,ko00710: Carbon fixation in photosynthetic organisms,ko00720: Carbon fixation pathways in prokaryotes,ko00730: Thiamine metabolism,ko00740: Riboflavin metabolism,ko00750: Vitamin B6 metabolism,ko00760: Nicotinate and nicotinamide metabolism,ko00770: Pantothenate and CoA biosynthesis,ko00780: Biotin metabolism,ko00785: Lipoic acid metabolism,ko00790: Folate biosynthesis,ko00791: Atrazine degradation,ko00830: Retinol metabolism,ko00860: Porphyrin and chlorophyll metabolism,ko00900: Terpenoid backbone biosynthesis,ko00903: Limonene and pinene degradation,ko00906: Carotenoid biosynthesis,ko00908: Zeatin biosynthesis,ko00910: Nitrogen metabolism,ko00920: Sulfur metabolism,ko00930: Caprolactam degradation,ko00940: Phenylpropanoid biosynthesis,ko00941: Flavonoid biosynthesis,"ko00960: Tropane, piperidine and pyridine alkaloid biosynthesis",ko00970: Aminoacyl-tRNA biosynthesis,ko00983: Drug metabolism - other enzymes,ko01040: Biosynthesis of unsaturated fatty acids,ko01053: Biosynthesis of siderophore group nonribosomal peptides,ko02010: ABC transporters,ko02020: Two-component system,ko02030: Bacterial chemotaxis,ko02040: Flagellar assembly,ko02060: Phosphotransferase system (PTS),ko03008: Ribosome biogenesis in eukaryotes,ko03010: Ribosome,ko03013: RNA transport,ko03015: mRNA surveillance pathway,ko03018: RNA degradation,ko03020: RNA polymerase,ko03022: Basal transcription factors,ko03030: DNA replication,ko03050: Proteasome,ko03060: Protein export,ko03070: Bacterial secretion system,ko03410: Base excision repair,ko03420: Nucleotide excision repair,ko03430: Mismatch repair,ko03440: Homologous recombination,ko03450: Non-homologous end-joining,ko04112: Cell cycle - Caulobacter,ko04113: Meiosis - yeast,ko04122: Sulfur relay system,ko04141: Protein processing in endoplasmic reticulum,ko04146: Peroxisome,ko04210: Apoptosis,ko04621: NOD-like receptor signaling pathway,ko04626: Plant-pathogen interaction,ko04910: Insulin signaling pathway,ko04974: Protein digestion and absorption,ko04976: Bile secretion,ko05010: Alzheimer's disease,ko05110: Vibrio cholerae infection,ko05111: Vibrio cholerae pathogenic cycle,ko05120: Epithelial cell signaling in Helicobacter pylori infection,ko05142: Chagas disease (American trypanosomiasis),ko05143: African trypanosomiasis,ko05145: Toxoplasmosis,ko05146: Amoebiasis
sample26,594,532,0,16,108,22.046,37.929,200,22.118,40.42,2.786,0.001,0.2377,9.79,0.52,7.1285,0.053353,36.1122,7.29723,40.4146,0.4375,0.641509,0.568182,0.196078,0.30303,0.175439,0.0571429,0.538462,0.404255,0.75,0.0645161,0.358974,0.0571429,0.286408,0,0,0.396624,0.44,0.574074,0.686567,0.5,0.596491,0.3125,0.909091,0.55,0.240741,0.0714286,0.472,0.5,0.311475,0.313725,0.105263,0.266667,0.0833333,0.290323,0.467742,0.419355,0.4375,0.185185,0.758621,0.25,0.666667,0.2,0.421053,0.164557,0.0909091,0.0625,0.327103,0.529412,0,0.125,0,0.533333,0.459459,0.15873,0.2,0.2,0,0,0.0909091,0.025,0.575342,0,0.346154,0.357143,0.271186,0.590909,0.136364,0.575758,0,0.550725,0.583333,0.555556,0.27957,0.111111,0.671642,0.52381,0.391304,0.533333,0.571429,0.586207,0.6,0.75,0.458333,0.0714286,0.0857143,0.390476,0.542857,0.52381,0.0909091,0.125,0.282828,0.53125,0.142857,0.12,0.05,0.26087,0.515625,0.454545,0.275862,0.03125,0.310769,0.167702,0.153846,0.195122,0.0266667,0.0487805,0.548611,0.0833333,0.0377358,0.266667,0.423729,0.115385,0.352941,0.0833333,0.512821,0.283784,0.414634,0.229167,0.466667,0.389831,0,0.322581,0.010101,0.666667,0.0437956,0.171429,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0.0212766,0.047619,0.0181818,0.0123457,0.0285714,0.0107527,0.0128205
sample27,594,627,0,16,108,22.046,37.929,500,21.575,40.532,1.003,0.001,0.2229,18.6,1.12,13.889,0.0532243,35.1258,7.09789,39.8248,0.4125,0.641509,0.522727,0.176471,0.257576,0.157895,0.0571429,0.538462,0.382979,0.75,0,0.384615,0.0571429,0.300971,0.015873,0,0.379747,0.426667,0.62963,0.656716,0.484848,0.596491,0.3125,0.909091,0.55,0.259259,0.0714286,0.464,0.552632,0.311475,0.333333,0.0526316,0.173333,0.0833333,0.274194,0.483871,0.451613,0.5,0.148148,0.758621,0.214286,0.833333,0.2,0.368421,0.177215,0.0681818,0,0.327103,0.470588,0,0.125,0,0.533333,0.513514,0.142857,0.155556,0.2,0,0,0.0909091,0.025,0.575342,0,0.346154,0.321429,0.20339,0.606061,0.0454545,0.560606,0,0.565217,0.583333,0.555556,0.268817,0.111111,0.671642,0.52381,0.391304,0.6,0.571429,0.586207,0.6,0.75,0.458333,0.0714286,0.0857143,0.409524,0.542857,0.0952381,0.121212,0.125,0.292929,0.5,0.142857,0,0.05,0.217391,0.515625,0.409091,0.241379,0.03125,0.283077,0.164596,0.230769,0.560976,0.0266667,0.0487805,0.548611,0.0833333,0.0377358,0.266667,0.423729,0.115385,0.352941,0.0833333,0.487179,0.283784,0.414634,0.229167,0.511111,0.389831,0.0526316,0.322581,0.010101,0.619048,0.0437956,0.157143,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0.0212766,0.0714286,0.0181818,0.0123457,0.0285714,0.0107527,0.0128205
sample28,521.5,215,0,16,149,23.604,37.054,10,29.8,40.017,4.373,0.001,0.2435,0.24,0.1,2.1842,0.0606374,35.66,7.20585,37.7282,0.35,0.528302,0.568182,0.235294,0.318182,0.122807,0.142857,0.538462,0.361702,0.125,0.0322581,0.358974,0.0571429,0.300971,0.666667,0.0487805,0.316456,0.333333,0.5,0.656716,0.484848,0.526316,0.125,0.772727,0.425,0.240741,0.142857,0.44,0.5,0.311475,0.313725,0.105263,0.266667,0.166667,0.258065,0.435484,0.419355,0.375,0.111111,0.793103,0,0.666667,0.6,0.447368,0.253165,0.0227273,0,0.317757,0.529412,0,0.03125,0,0.333333,0.486486,0.190476,0.2,0.1875,0,0.0740741,0.181818,0.025,0.438356,0,0.346154,0.357143,0.254237,0.545455,0.136364,0.439394,0.0555556,0.434783,0.666667,0.555556,0.193548,0.0555556,0.567164,0.47619,0.347826,0.466667,0.485714,0.62069,0.6,0.75,0.541667,0.142857,0.0857143,0.514286,0.514286,0.47619,0.242424,0.125,0.262626,0.59375,0.142857,0,0,0.26087,0.453125,0.454545,0.241379,0.03125,0.356923,0.15528,0.153846,0.365854,0.0266667,0.0243902,0.375,0.0227273,0,0.2,0.169492,0,0.254902,0.0625,0.435897,0.364865,0.341463,0.1875,0.4,0.355932,0.0526316,0.322581,0.010101,0.47619,0.0145985,0.157143,0.016129,0,0.0285714,0.025974,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0123457,0.0285714,0.0107527,0
sample29,521.5,310,0,16,149,23.604,37.054,25,29.802,40.017,4.38,0.001,0.2435,0.08,0.07,2.3688,0.0575651,35.7946,7.23304,38.8297,0.3875,0.54717,0.590909,0.235294,0.348485,0.122807,0.142857,0.538462,0.361702,0.125,0.0322581,0.358974,0.0285714,0.320388,0.666667,0.0487805,0.316456,0.34,0.537037,0.686567,0.484848,0.54386,0.25,0.863636,0.45,0.259259,0.142857,0.448,0.5,0.262295,0.294118,0.105263,0.186667,0,0.258065,0.467742,0.451613,0.375,0.111111,0.793103,0.321429,0.666667,0.6,0.447368,0.265823,0.0227273,0,0.336449,0.529412,0,0.03125,0,0.466667,0.513514,0.206349,0.222222,0.2125,0,0.0740741,0.181818,0.025,0.479452,0.176471,0.346154,0.321429,0.20339,0.560606,0.136364,0.469697,0.0555556,0.463768,0.583333,0.555556,0.215054,0.0833333,0.597015,0.47619,0.347826,0.4,0.542857,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.514286,0.514286,0.47619,0.242424,0.125,0.252525,0.625,0.142857,0,0,0.217391,0.46875,0.545455,0.241379,0.03125,0.338462,0.170807,0.153846,0.390244,0.0266667,0.0243902,0.375,0.0227273,0,0.213333,0.169492,0,0.254902,0.0416667,0.435897,0.364865,0.317073,0.166667,0.4,0.355932,0.0526316,0.322581,0.010101,0.571429,0.0145985,0.171429,0.016129,0,0.0285714,0.038961,0,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
sample30,521.5,382,0,16,149,23.604,37.054,50,27.539,39.86,4.682,0.002,0.2505,0.15,0.07,2.0774,0.0567608,36.0678,7.28825,39.2905,0.3875,0.54717,0.590909,0.235294,0.333333,0.140351,0.142857,0.538462,0.382979,0.125,0.0322581,0.358974,0.0571429,0.315534,0.666667,0.0487805,0.320675,0.34,0.518519,0.686567,0.484848,0.54386,0.25,0.818182,0.45,0.259259,0.142857,0.456,0.526316,0.278689,0.313725,0.105263,0.2,0.0833333,0.274194,0.435484,0.451613,0.4375,0.111111,0.827586,0.321429,0.666667,0.6,0.447368,0.278481,0.0227273,0.0625,0.345794,0.529412,0,0.03125,0,0.466667,0.486486,0.206349,0.2,0.2125,0,0.0740741,0.181818,0.025,0.506849,0,0.346154,0.357143,0.237288,0.560606,0.136364,0.5,0.0555556,0.449275,0.583333,0.555556,0.22043,0.0833333,0.597015,0.47619,0.347826,0.533333,0.514286,0.62069,0.6,0.75,0.541667,0.142857,0.0857143,0.514286,0.514286,0.52381,0.242424,0.125,0.262626,0.625,0.214286,0,0,0.26087,0.46875,0.5,0.241379,0,0.344615,0.15528,0.153846,0.365854,0.0266667,0.0243902,0.375,0.0227273,0,0.2,0.169492,0,0.254902,0.0625,0.435897,0.364865,0.341463,0.1875,0.4,0.355932,0.0526316,0.322581,0.010101,0.52381,0.0145985,0.185714,0.016129,0,0.0285714,0.038961,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
sample31,521.5,454,0,16,149,23.604,37.054,100,24.549,40.077,4.432,0.3989,0.2494,0.4,0.16,2.6601,0.059649,35.9759,7.26968,38.1992,0.3625,0.54717,0.5,0.196078,0.378788,0.157895,0.114286,0.538462,0.361702,0.125,0.0322581,0.410256,0.0571429,0.31068,0.619048,0.097561,0.379747,0.453333,0.555556,0.626866,0.454545,0.54386,0.1875,0.818182,0.525,0.222222,0.142857,0.4,0.473684,0.262295,0.27451,0.105263,0.2,0,0.241935,0.451613,0.419355,0.3125,0.0740741,0.793103,0,0.666667,0.4,0.421053,0.253165,0.0454545,0.0625,0.345794,0.529412,0,0.03125,0,0.433333,0.459459,0.190476,0.177778,0.175,0,0.0740741,0.181818,0.025,0.479452,0.0882353,0.346154,0.285714,0.152542,0.530303,0.136364,0.454545,0,0.449275,0.583333,0.555556,0.231183,0.0555556,0.552239,0.47619,0.391304,0.533333,0.571429,0.586207,0.6,0.75,0.5,0.142857,0.0857143,0.533333,0.571429,0.428571,0.242424,0.125,0.242424,0.5625,0.357143,0,0.05,0.130435,0.5,0.454545,0.206897,0,0.289231,0.127329,0.153846,0.268293,0.0133333,0.0365854,0.534722,0.0681818,0.0377358,0.24,0.372881,0.115385,0.313725,0.0625,0.487179,0.27027,0.414634,0.208333,0.444444,0.355932,0.0526316,0.322581,0.010101,0.47619,0.0364964,0.157143,0.016129,0,0.0285714,0.038961,0,0.0172414,0.0357143,0,0,0,0.0123457,0.0285714,0.0107527,0
sample32,521.5,526,0,16,149,23.604,37.054,200,22.935,40.331,4.083,0.0569,0.2312,2.36,0.2,2.6892,0.0561199,36.7707,7.43028,39.842,0.3625,0.566038,0.568182,0.254902,0.318182,0.192982,0.142857,0.538462,0.404255,0.125,0.0322581,0.358974,0.0285714,0.286408,0.031746,0,0.392405,0.453333,0.574074,0.686567,0.484848,0.596491,0.25,0.909091,0.525,0.222222,0.0714286,0.448,0.526316,0.311475,0.313725,0.0526316,0.186667,0.0833333,0.306452,0.5,0.419355,0.4375,0.148148,0.758621,0.285714,0.666667,0.4,0.447368,0.202532,0.0681818,0.125,0.364486,0.529412,0,0.03125,0.0714286,0.5,0.459459,0.15873,0.2,0.2,0,0.0740741,0.0909091,0.025,0.506849,0,0.423077,0.357143,0.254237,0.560606,0.0454545,0.5,0,0.507246,0.583333,0.555556,0.263441,0.0833333,0.656716,0.47619,0.347826,0.466667,0.542857,0.586207,0.6,0.5,0.458333,0.142857,0.0857143,0.409524,0.485714,0.619048,0.121212,0.125,0.272727,0.53125,0.5,0.16,0.05,0.26087,0.515625,0.454545,0.275862,0,0.313846,0.177019,0.153846,0.317073,0.0266667,0.0487805,0.541667,0.0681818,0.0377358,0.266667,0.389831,0.115385,0.372549,0.0625,0.512821,0.337838,0.414634,0.229167,0.488889,0.40678,0.0526316,0.322581,0.010101,0.619048,0.0437956,0.142857,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0.0128205
sample33,521.5,621,0,16,149,23.604,37.054,500,21.582,40.529,0.775,0.001,0.2262,19,1.04,14.576,0.0519027,35.7183,7.21763,40.8682,0.4,0.622642,0.522727,0.156863,0.287879,0.175439,0.142857,0.538462,0.425532,0.75,0.0322581,0.384615,0.0571429,0.286408,0,0,0.375527,0.433333,0.555556,0.701493,0.5,0.596491,0.375,0.909091,0.55,0.259259,0.0714286,0.472,0.526316,0.311475,0.352941,0.105263,0.253333,0.0833333,0.322581,0.483871,0.419355,0.4375,0.111111,0.793103,0.25,0.666667,0.6,0.447368,0.177215,0.0681818,0,0.345794,0.470588,0,0.125,0,0.5,0.459459,0.126984,0.155556,0.2125,0.0666667,0,0.0909091,0.025,0.575342,0,0.384615,0.357143,0.271186,0.575758,0.0454545,0.545455,0,0.550725,0.583333,0.555556,0.241935,0.0833333,0.686567,0.52381,0.391304,0.6,0.542857,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.380952,0.571429,0.619048,0.0606061,0.125,0.30303,0.5625,0.142857,0,0.05,0.173913,0.515625,0.409091,0.310345,0.03125,0.310769,0.189441,0.153846,0.317073,0.0266667,0.0487805,0.548611,0.0757576,0.0377358,0.266667,0.389831,0.115385,0.352941,0.0625,0.487179,0.324324,0.439024,0.25,0.466667,0.389831,0.0526316,0.322581,0.010101,0.619048,0.0437956,0.185714,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0.0212766,0.047619,0.0181818,0.0123457,0.0285714,0.0107527,0.0128205
sample34,431.5,204,0,16,169,25.772,36.116,10,28.943,40.512,4.458,0.001,0.2451,0.09,0.09,2.0195,0.0596896,36.1018,7.29512,38.2356,0.3875,0.54717,0.568182,0.215686,0.333333,0.122807,0.142857,0.538462,0.361702,0.125,0.0322581,0.358974,0.0571429,0.281553,0.666667,0.0487805,0.320675,0.333333,0.518519,0.626866,0.469697,0.526316,0.25,0.818182,0.45,0.259259,0.142857,0.432,0.5,0.262295,0.313725,0.105263,0.2,0.0833333,0.241935,0.435484,0.451613,0.375,0.111111,0.793103,0,0.666667,0.6,0.447368,0.265823,0.0227273,0.0625,0.336449,0.529412,0,0.03125,0,0.433333,0.486486,0.190476,0.2,0.1875,0,0.0740741,0.181818,0.025,0.479452,0.176471,0.346154,0.321429,0.220339,0.530303,0.136364,0.469697,0.0555556,0.449275,0.583333,0.555556,0.22043,0.0833333,0.567164,0.47619,0.347826,0.4,0.485714,0.62069,0.6,0.75,0.541667,0.142857,0.0857143,0.504762,0.514286,0.52381,0.242424,0.125,0.252525,0.59375,0.428571,0,0,0.26087,0.453125,0.454545,0.172414,0.03125,0.341538,0.142857,0.153846,0.365854,0.0266667,0.0243902,0.375,0.0227273,0,0.2,0.169492,0,0.254902,0.0208333,0.435897,0.351351,0.341463,0.1875,0.377778,0.355932,0.0526316,0.322581,0.010101,0.52381,0.0145985,0.142857,0.016129,0,0.0285714,0.038961,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
sample35,431.5,298,0,16,169,25.772,36.116,25,28.943,40.512,4.461,0.001,0.2461,0.12,0.08,1.9586,0.055879,36.2531,7.3257,39.6251,0.3875,0.54717,0.568182,0.254902,0.318182,0.140351,0.142857,0.538462,0.382979,0.125,0.0322581,0.358974,0.0285714,0.315534,0.666667,0.0487805,0.320675,0.34,0.574074,0.686567,0.5,0.526316,0.25,0.863636,0.45,0.240741,0.142857,0.448,0.5,0.262295,0.313725,0.105263,0.173333,0.0833333,0.225806,0.467742,0.483871,0.375,0.0740741,0.793103,0.321429,0.833333,0.6,0.447368,0.265823,0.0227273,0.0625,0.345794,0.529412,0,0.03125,0,0.4,0.486486,0.206349,0.222222,0.225,0,0.0740741,0.181818,0.025,0.479452,0.176471,0.346154,0.321429,0.237288,0.560606,0.0454545,0.469697,0.0555556,0.463768,0.583333,0.555556,0.209677,0.0833333,0.58209,0.47619,0.347826,0.466667,0.542857,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.533333,0.542857,0.52381,0.242424,0.125,0.272727,0.59375,0.428571,0,0.05,0.347826,0.453125,0.545455,0.275862,0.03125,0.366154,0.167702,0.153846,0.390244,0.04,0.0243902,0.375,0.0227273,0,0.213333,0.169492,0,0.254902,0.0625,0.435897,0.337838,0.341463,0.1875,0.377778,0.355932,0.0526316,0.322581,0.010101,0.52381,0.0145985,0.185714,0.016129,0,0.0285714,0.038961,0.0204082,0.0172414,0,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
sample36,431.5,371,0,16,169,25.772,36.116,50,27.999,40.397,4.633,0.001,0.2408,0.09,0.1,2.1819,0.0556793,36.5616,7.38802,39.8423,0.3875,0.566038,0.590909,0.235294,0.378788,0.192982,0.142857,0.538462,0.382979,0.125,0.0322581,0.384615,0.0285714,0.305825,0.666667,0.0487805,0.324895,0.34,0.555556,0.656716,0.5,0.561404,0.25,0.863636,0.45,0.259259,0.142857,0.488,0.473684,0.245902,0.294118,0.105263,0.213333,0.0833333,0.258065,0.467742,0.451613,0.375,0.148148,0.827586,0,0.666667,0.6,0.447368,0.278481,0.0454545,0.0625,0.35514,0.529412,0,0.03125,0,0.5,0.486486,0.222222,0.2,0.2125,0,0.0740741,0.181818,0.025,0.506849,0.176471,0.346154,0.321429,0.237288,0.575758,0.136364,0.484848,0.0555556,0.478261,0.583333,0.555556,0.22043,0.0833333,0.597015,0.47619,0.347826,0.466667,0.542857,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.504762,0.514286,0.571429,0.272727,0.125,0.282828,0.625,0.214286,0.16,0.05,0.304348,0.46875,0.545455,0.310345,0.03125,0.363077,0.15528,0.153846,0.365854,0.0266667,0.0243902,0.375,0.0227273,0,0.2,0.169492,0,0.254902,0.0625,0.435897,0.364865,0.317073,0.1875,0.4,0.355932,0.0526316,0.322581,0.010101,0.619048,0.0145985,0.185714,0.016129,0,0.0285714,0.038961,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
sample37,431.5,442,0,16,169,25.772,36.116,100,24.825,40.332,4.607,0.3364,0.2393,0.16,0.08,2.5474,0.0559276,36.7908,7.43435,39.9781,0.375,0.566038,0.545455,0.235294,0.348485,0.175439,0.114286,0.538462,0.340426,0.125,0.0322581,0.410256,0.0571429,0.31068,0.666667,0.0487805,0.371308,0.406667,0.555556,0.656716,0.469697,0.561404,0.25,0.818182,0.525,0.259259,0.142857,0.432,0.473684,0.295082,0.313725,0.105263,0.226667,0.0833333,0.241935,0.483871,0.451613,0.3125,0.148148,0.793103,0,0.666667,0.6,0.447368,0.278481,0.0681818,0,0.336449,0.529412,0,0.03125,0,0.466667,0.486486,0.190476,0.2,0.1875,0,0.0740741,0.181818,0.025,0.493151,0.176471,0.346154,0.321429,0.271186,0.575758,0.136364,0.484848,0,0.507246,0.583333,0.555556,0.241935,0.0555556,0.61194,0.47619,0.347826,0.466667,0.514286,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.552381,0.571429,0.52381,0.242424,0.125,0.262626,0.59375,0.428571,0.2,0.1,0.26087,0.5,0.409091,0.206897,0,0.329231,0.142857,0.153846,0.341463,0.0266667,0.0365854,0.5,0.0681818,0.0188679,0.24,0.288136,0.115385,0.294118,0.0416667,0.435897,0.310811,0.390244,0.1875,0.422222,0.355932,0.0526316,0.322581,0.010101,0.571429,0.0291971,0.157143,0.016129,0,0.0285714,0.038961,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0123457,0.0285714,0.0107527,0
sample38,431.5,515,0,16,169,25.772,36.116,200,22.349,40.409,3.568,0.001,0.2401,5.35,0.28,6.385,0.0544238,36.0132,7.27723,39.986,0.4125,0.603774,0.613636,0.254902,0.318182,0.210526,0.142857,0.538462,0.425532,0.125,0.0322581,0.384615,0.0571429,0.296117,0.015873,0,0.396624,0.446667,0.592593,0.731343,0.5,0.596491,0.1875,0.909091,0.525,0.222222,0.0714286,0.456,0.526316,0.327869,0.352941,0.105263,0.2,0.0833333,0.290323,0.483871,0.451613,0.375,0.111111,0.793103,0.25,0.833333,0.4,0.447368,0.189873,0.0681818,0.0625,0.345794,0.529412,0,0.125,0,0.5,0.459459,0.15873,0.2,0.1875,0,0,0.0909091,0.025,0.534247,0,0.423077,0.392857,0.288136,0.575758,0.136364,0.515152,0,0.550725,0.583333,0.555556,0.268817,0.0833333,0.671642,0.47619,0.391304,0.466667,0.542857,0.62069,0.6,0.5,0.458333,0.142857,0.0857143,0.428571,0.542857,0.571429,0.121212,0.125,0.272727,0.5625,0.142857,0,0.05,0.26087,0.515625,0.454545,0.275862,0.03125,0.310769,0.170807,0.153846,0.268293,0.04,0.0487805,0.548611,0.0757576,0.0377358,0.266667,0.40678,0.115385,0.333333,0.0625,0.512821,0.310811,0.439024,0.25,0.444444,0.372881,0.0526316,0.322581,0.010101,0.666667,0.0437956,0.185714,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0.0212766,0,0,0.0123457,0.0285714,0.0107527,0.0128205
sample39,431.5,610,0,16,169,25.772,36.116,500,21.603,40.53,1.407,0.001,0.2249,15.7,0.84,13.898,0.0521176,35.7889,7.2319,40.966,0.4125,0.622642,0.568182,0.176471,0.30303,0.175439,0.142857,0.538462,0.425532,0.75,0.0645161,0.384615,0.0571429,0.31068,0,0,0.379747,0.426667,0.555556,0.731343,0.484848,0.596491,0.25,0.818182,0.525,0.240741,0.142857,0.488,0.526316,0.311475,0.352941,0.105263,0.253333,0,0.33871,0.467742,0.419355,0.5,0.148148,0.793103,0.25,0.666667,0.6,0.447368,0.202532,0.0681818,0.0625,0.364486,0.529412,0,0.125,0,0.466667,0.486486,0.142857,0.2,0.225,0,0,0.0909091,0.025,0.561644,0,0.346154,0.321429,0.271186,0.575758,0.0909091,0.545455,0,0.550725,0.666667,0.555556,0.252688,0.0833333,0.701493,0.52381,0.391304,0.533333,0.542857,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.438095,0.571429,0.52381,0.121212,0.125,0.282828,0.53125,0.142857,0.08,0,0.130435,0.5,0.409091,0.310345,0,0.338462,0.180124,0.153846,0.365854,0.0266667,0.0487805,0.548611,0.0757576,0.0377358,0.266667,0.389831,0.115385,0.352941,0.0625,0.487179,0.324324,0.463415,0.25,0.466667,0.389831,0.0526316,0.322581,0.010101,0.571429,0.0437956,0.2,0.016129,0,0.0285714,0.0519481,0.0408163,0.0172414,0.0357143,0.0212766,0.0238095,0,0.0123457,0.0285714,0.0107527,0.0128205
sample40,314,201.5,0,16,192,27.897,34.507,10,27.891,40.512,4.517,0.001,0.2436,0.25,0.09,2.1921,0.0581454,36.0911,7.29295,38.8877,0.3625,0.528302,0.545455,0.215686,0.333333,0.122807,0.142857,0.538462,0.361702,0.125,0.0645161,0.358974,0.0571429,0.305825,0.619048,0.0487805,0.337553,0.346667,0.5,0.701493,0.484848,0.561404,0.1875,0.772727,0.425,0.240741,0.142857,0.44,0.526316,0.360656,0.372549,0.105263,0.28,0.166667,0.258065,0.435484,0.419355,0.375,0.111111,0.793103,0,0.666667,0.6,0.447368,0.265823,0.0227273,0,0.336449,0.529412,0,0.03125,0,0.366667,0.513514,0.206349,0.2,0.25,0,0.0740741,0.181818,0.025,0.506849,0.176471,0.346154,0.357143,0.237288,0.575758,0.136364,0.439394,0,0.434783,0.666667,0.555556,0.193548,0.0555556,0.58209,0.47619,0.347826,0.533333,0.485714,0.62069,0.6,0.75,0.5,0.142857,0.0857143,0.504762,0.485714,0.47619,0.272727,0.125,0.232323,0.625,0.428571,0,0,0.26087,0.46875,0.409091,0.241379,0.03125,0.375385,0.158385,0.153846,0.390244,0.0266667,0.0365854,0.375,0.0227273,0,0.2,0.169492,0,0.27451,0.0625,0.435897,0.364865,0.341463,0.1875,0.422222,0.372881,0.0526316,0.322581,0.010101,0.52381,0.0218978,0.171429,0.016129,0,0.0285714,0.025974,0.0204082,0.0172414,0.0357143,0,0.047619,0,0.0246914,0.0285714,0.0107527,0
