# Gene Family	sample01.1.prinseq_CPM	sample02.1.prinseq_CPM	sample03.1.prinseq_CPM	sample04.1.prinseq_CPM	sample05.1.prinseq_CPM	sample06.1.prinseq_CPM	sample07.1.prinseq_CPM	sample08.1.prinseq_CPM	sample09.1.prinseq_CPM	sample10.1.prinseq_CPM	sample11.1.prinseq_CPM	sample12.1.prinseq_CPM	sample13.1.prinseq_CPM	sample14.1.prinseq_CPM	sample15.1.prinseq_CPM	sample16.1.prinseq_CPM	sample17.1.prinseq_CPM	sample18.1.prinseq_CPM	sample19.1.prinseq_CPM	sample20.1.prinseq_CPM	sample21.1.prinseq_CPM	sample22.1.prinseq_CPM	sample23.1.prinseq_CPM	sample24.1.prinseq_CPM	sample25.1.prinseq_CPM	sample26.1.prinseq_CPM	sample27.1.prinseq_CPM	sample28.1.prinseq_CPM	sample29.1.prinseq_CPM	sample30.1.prinseq_CPM	sample31.1.prinseq_CPM	sample32.1.prinseq_CPM	sample33.1.prinseq_CPM	sample34.1.prinseq_CPM	sample35.1.prinseq_CPM	sample36.1.prinseq_CPM	sample37.1.prinseq_CPM	sample38.1.prinseq_CPM	sample39.1.prinseq_CPM	sample40.1.prinseq_CPM	sample41.1.prinseq_CPM	sample42.1.prinseq_CPM	sample43.1.prinseq_CPM	sample44.1.prinseq_CPM	sample45.1.prinseq_CPM
K03650	184.142	192.67	131.961	250.25	211.297	185.324	90.1004	79.1625	100.204	189.75	172.529	126.837	95.9285	81.6359	99.4803	245.908	198.192	278.606	126.529	75.1374	85.8008	177.988	219.244	199.871	156.622	81.7098	81.4061	185.222	157.432	147.914	91.5702	55.4604	74.746	188.098	186.668	187.286	146.129	68.7915	62.0368	149.887	134.663	172.79	95.9439	92.4221	77.9861
K03651	10.5382	3.73338	0.17135	2.45741	0.816525	4.1291	2.12056	2.58404	14.4565	4.19428	2.39839	5.67609	3.74662	6.05127	10.8036	1.0942	1.57365	0.156751	1.9695	2.31433	28.2739	0.95719	0.803672	0.302345	1.04456	2.02824	5.90877	0.28592	0.13922	0.205939	0.638716	0.782862	3.71516	0.786742	0.239027	0.171174	0.186649	0.901907	3.00565	2.16539	0.253914	0.919227	2.82785	1.85403	2.48316
K03652	77.4705	65.5897	17.9031	112.081	65.1177	61.1728	31.4147	64.3746	96.8549	53.5047	49.9878	27.7055	32.1611	65.2883	72.3844	77.1966	110.638	119.903	21.4004	53.1491	59.7277	69.415	92.9918	78.2277	24.7619	59.4553	87.4536	78.8614	44.6371	56.8075	26.7698	16.9833	66.9882	35.0954	35.9465	65.4974	25.674	29.4709	52.2916	23.769	19.5779	21.1787	22.4499	32.0616	73.3528
K03653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727978	0	0	0	0	0	0
K03654	27.5034	16.7756	11.7667	10.3688	9.8247	14.6715	8.72799	5.02444	21.9147	13.8337	10.4728	10.5551	5.90421	11.3403	14.7502	8.16207	8.83056	3.49544	11.8839	6.57285	25.8602	26.0247	11.8169	9.72551	7.8949	6.82672	14.3352	24.3084	17.4763	18.9255	11.1153	14.1571	20.8187	19.98	20.8695	12.6	9.70184	13.3886	25.8699	45.339	25.297	26.4486	15.4761	24.3616	25.4324
K03655	152.361	166.087	114.533	197.939	166.503	157.53	62.9058	49.1624	64.2066	161.127	147.11	97.9705	72.5334	61.2247	63.6576	225.251	172.593	233.964	95.5068	57.4421	77.7183	158.625	186.298	176.886	117.966	60.3441	58.6987	161.021	130.7	118.784	76.7152	50.2867	57.6578	149.673	146.079	153.27	113.68	51.6696	52.8581	117.427	101.349	139.415	76.5223	73.4684	58.2102
K03656	2.02662	0.678855	2.00983	1.85655	1.04168	2.97995	3.27291	2.13561	13.1405	3.447	2.8062	3.40947	2.40929	5.71826	5.97044	1.3679	1.14969	0.703015	5.3486	4.36357	16.4021	3.85908	3.31843	2.27076	1.46345	5.11764	9.35843	1.19943	4.0895	1.36181	0.64788	6.82457	10.8183	1.15205	3.00775	1.53535	0.731467	4.11372	3.59751	1.35318	1.85896	2.69402	1.38795	4.17182	4.33672
K03657	73.3094	80.8829	79.9709	68.1259	74.8004	73.6617	58.4806	49.6871	54.3539	73.7779	69.4195	78.1891	60.9875	55.1499	60.5675	91.3772	57.2402	62.5823	67.4432	46.2191	85.9891	70.0219	69.4788	60.5253	79.5992	47.3153	55.9	83.4392	66.3594	61.4945	50.9926	45.0307	62.6378	95.691	88.4007	78.3534	70.5932	52.0687	61.1848	105.755	73.7588	92.1681	63.0627	59.6883	62.2296
K03658	0.0460118	0	0	0	0	0	0	0	0.0619436	0.0252712	0	0	0	0	0.110941	0	0	0	0	0	0.309176	0	0	0.546659	0.0410253	0.060548	0.0686514	0	0	0.841086	0	0	0	0	0.0310381	0.711699	0	0	1.03598	0	1.18127	0	0	0	0
K03660	0	0	7.4353	0	0	0	9.91918	11.3881	15.0891	0	1.22415	15.5107	15.4835	16.6054	18.6446	0	0	0	6.31124	10.2042	9.60829	0	0	0	3.92005	11.9857	16.3366	0	0	0	5.57365	7.08236	11.2465	0	0	0	2.5841	10.3765	7.70809	0	1.28313	0	6.26875	9.71182	12.297
K03664	221.326	238.481	181.772	284.153	245.338	223.49	113.068	105.051	119.632	241.775	207.301	160.255	124.662	122.477	125.564	248.456	259.051	273.784	153.495	101.152	122.006	230.927	270	244.028	171.016	114.563	117.14	248.522	215.578	190.936	132.115	107.825	110.618	239.912	228.103	237.921	196.898	114.33	112.041	206.61	175.962	220.768	136.27	138.141	124.359
K03665	37.7838	32.9256	55.6912	22.2475	24.8485	36.6111	78.3203	134.311	194.697	27.5586	27.5939	66.6515	83.1814	139.443	157.805	15.7284	21.609	8.17717	43.9343	109.684	131.992	33.3971	27.7101	24.4609	37.702	136.428	175.256	35.4633	33.9736	31.9074	35.3166	58.6299	144.213	35.4844	37.3532	27.1087	26.1971	73.9692	106.897	52.6394	36.9481	41.8684	45.736	78.8582	146.77
K03666	34.8028	27.2158	20.262	19.8812	27.6795	26.0369	13.1589	8.16478	21.8576	27.1206	25.0352	18.4243	13.2587	11.3998	15.2166	17.6989	18.3075	8.90371	10.8475	14.6873	67.4386	37.9349	24.0336	22.1602	14.1347	12.8867	26.5802	42.4013	36.7669	32.8121	18.6283	24.1502	24.6754	30.7352	37.1235	23.198	20.2018	20.2795	27.0341	67.5633	29.5914	41.2525	25.1376	35.5811	37.8012
K03667	76.6805	76.043	64.375	78.5484	78.5002	70.9895	60.6147	54.5021	54.906	82.3235	71.7431	65.5143	64.2179	58.4939	59.4896	96.2709	62.0553	72.2402	66.7135	49.451	48.75	80.9802	79.9847	66.5397	86.028	61.8173	55.4615	88.7869	82.85	61.894	60.4652	47.7859	50.0493	98.6538	96.5732	90.6434	89.0664	49.8302	47.4333	94.7499	84.6678	104.736	70.1114	65.542	61.1642
K03668	0	0	0	0.248833	0	0	0	0	0	0	0	0.310103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03669	1.85277	0.576184	0.485357	1.4092	0.92859	2.76818	2.58391	1.51256	11.1945	3.64408	1.56514	3.16236	2.43449	4.76785	7.21939	1.03868	0.874777	0.110345	2.13396	1.1843	18.8065	3.80203	0.978798	2.19665	1.67153	1.4247	4.65851	3.69512	2.06601	0.840506	0.801373	1.82822	4.23816	0.620346	1.83437	0.54205	0.441341	1.75195	3.34855	5.23517	2.89814	1.27545	1.92329	2.47322	2.75222
K03670	1.42181	0.886786	0.87626	1.3187	1.18524	3.29102	1.74397	1.08486	11.3021	3.74456	3.13776	5.11606	2.9857	4.97027	5.80531	1.0993	0.732166	0.141842	2.43955	1.80372	13.2948	2.7257	1.00398	4.20665	1.89909	1.61685	3.73972	3.24617	1.93658	2.31471	0.86048	3.05785	5.2163	0.634376	1.93221	1.09935	0.232437	1.03041	4.65719	6.06418	7.14187	2.51605	1.55253	3.11066	7.38501
K03671	267.807	278.019	274.45	235.017	272.514	252.245	178.727	135.277	130.995	265.975	247.065	239.335	184.83	156.59	152.216	272.262	295.851	242.734	158.531	114.826	158.281	268.483	257.059	209.593	197.132	152.22	140.95	267.731	259.845	207.215	196.483	139.37	133.979	268.262	255.026	246.702	205.991	138.857	124.205	250.259	218.028	261.821	208.506	164.752	148.061
K03672	1.29225	0.520282	5.57559	0	0	2.80898	5.81921	3.71013	3.17374	2.14168	2.90347	7.42094	4.49763	5.68589	6.30856	1.25824	0.623598	1.07395	3.42275	5.6402	19.7253	1.89643	2.65329	3.17959	2.54499	6.52358	6.38257	4.71533	2.35536	1.6093	4.12783	8.33782	8.63269	3.35722	3.14033	1.00233	4.12349	6.1639	8.88744	7.1731	6.27421	3.30308	5.00943	5.01549	8.64107
K03673	1.83528	1.15988	14.5507	2.94604	2.78974	6.24719	3.61406	7.00515	18.5294	3.0729	4.7276	8.6817	6.59749	11.1542	14.1131	2.54978	1.16193	0.3829	2.21405	2.65108	40.2459	3.50769	1.30794	3.49136	2.30562	6.45713	15.9594	1.12625	0.400035	0.495123	0.417754	4.36634	11.1355	0.654569	4.15152	1.66288	0.8022	1.67968	4.60433	0.818298	0.170506	0.493219	3.42858	2.16499	10.3283
K03674	0	1.55307	0	0	0.647464	0	0.76318	0.636761	2.64884	0	0.759151	0.362679	0.510558	0	0.50431	0	0	1.56709	0	0.0720169	6.17138	0.814524	1.2531	0	0	0.461911	6.25294	0	0	1.04391	4.70343	0.748495	1.14122	0	1.2449	1.11962	0.498021	0	0	0	0.343687	0.342101	1.39026	0.264345	0
K03675	0	0	0	0	0	0	0	0	0.227822	0	0	0	0	0	0	0	0	0	0	0	0.147639	0.986059	0	0	0	0	0	0	0	0	0	0	2.17601	0	0	0	0	0.778591	0.966375	0	0	0	0	0	1.04611
K03676	258.628	255.754	145.665	225.927	239.037	231.825	84.0788	54.3716	52.6282	240.5	207.98	128.029	84.889	51.802	44.5191	276.111	299.897	252.086	141.005	47.3152	50.866	224.544	248.484	221.993	150.935	56.0749	49.0815	204.29	201.972	159.421	139.352	67.5381	44.6617	211.516	198.111	199.2	164.526	54.7995	41.7446	162.338	148.269	194.464	133.444	89.2196	37.5259
K03679	0	0	13.2167	0	0	0	31.4831	26.795	34.5472	0	3.46225	26.1522	34.7153	34.4763	38.4306	0	0	0	12.6567	19.8007	19.2209	0	0	0	8.97097	32.246	31.8968	0	0	0	9.62725	14.036	19.0274	0	0	0	3.30549	20.5462	13.4145	0	2.19369	0	13.9824	21.9777	22.3983
K03683	6.68657	6.21962	18.7794	5.51428	5.77403	6.86832	6.07742	2.22086	14.0624	7.50366	9.21497	15.3699	7.18025	5.5167	7.38408	3.7506	5.2972	3.74438	5.53608	4.88544	23.1973	5.88222	6.64207	6.19347	2.72977	7.15679	8.69861	4.41801	10.1377	7.16166	2.6008	7.72121	12.1696	9.34839	11.4688	8.34297	5.22933	4.87205	4.28167	6.3726	5.35442	8.54495	4.40006	7.3913	5.6907
K03684	207.06	213.227	109.053	216.249	198.647	177.676	61.2594	42.3117	58.2345	213.291	169.498	88.0494	64.1733	52.7282	53.61	290.645	240.229	228.563	93.962	50.2057	78.5673	220.126	229.227	179.617	129.788	59.8012	65.8654	238.71	200.799	164.391	101.355	61.9561	63.1954	221.759	217.338	207.68	151.083	59.4198	61.0536	203.786	170.862	214.264	118.967	90.145	65.9024
K03685	146.781	148.691	102.925	202.378	166.697	146.703	51.7877	38.0382	48.9731	153.759	135.381	76.3105	63.339	48.1665	54.0971	186.247	178.879	208.715	88.318	52.7867	71.5543	160.264	200.028	186.386	95.0924	51.9042	59.969	181.535	134.15	118.464	62.6951	54.6003	57.5156	143.873	144.737	152.906	111.115	58.0473	57.9081	125.67	102.823	134.438	72.3157	80.3094	63.7324
K03686	277.728	243.035	166.846	324.053	263.62	229.51	148.696	182.096	228.241	222.744	205.997	150.728	151.562	191.012	200.603	319.404	317.079	359.579	143.117	157.213	175.521	252.525	279.148	248.43	170.613	181.63	210.794	251.799	215.407	203.233	143.473	102.894	179.751	200.88	197.113	222.654	172.167	130.459	148.14	168.707	155.409	186.49	147.532	147.145	189.445
K03687	125.821	120.882	77.6326	167.519	119.956	116.628	51.7264	35.7675	50.5257	113.971	103.56	76.7685	55.7043	52.8242	60.9307	144.989	143.212	138.32	82.9581	48.9562	63.5118	128.855	147.571	121.407	83.4625	50.8384	56.8403	151.591	115.727	96.0987	60.4991	39.7192	55.4343	136.095	134.605	119.268	94.9264	43.5425	53.5205	118.942	92.0656	113.325	61.6341	66.019	54.7029
K03688	101.392	110.753	112.12	122.096	127.77	117.708	53.4447	43.306	57.5463	128.74	122.618	83.4441	60.299	56.1036	57.2647	135.446	86.5251	125.056	74.9883	48.5317	74.1015	106.501	125.839	108.28	79.7181	52.3399	57.6503	112.944	103.134	81.0526	54.1528	43.7271	54.3319	121.181	111.757	108.144	106.226	45.006	42.6637	112.368	95.7092	120.485	65.1345	65.2312	58.9966
K03689	150.486	108.34	17.7553	285.362	113.248	102.065	0	0	13.1309	109.837	89.2456	0	8.93521	0	0	260.198	163.988	252.913	4.44596	36.6033	9.06046	166.574	135.096	150.569	20.0417	7.34894	30.0357	124.446	128.962	125.334	24.8398	9.06686	1.11294	86.5599	86.1509	84.9419	55.6613	15.0414	8.36029	34.0235	18.6886	42.2225	16.6494	8.03725	8.94188
K03690	2.49457	0.819808	0.628359	1.42929	1.02762	2.89745	4.33819	1.01911	11.5366	4.39786	1.49094	4.99513	3.43112	4.37489	5.81034	0.789969	0.393682	0.192657	2.0353	1.00229	31.5185	1.39718	1.62609	0.543144	0.400735	1.01784	6.55671	0.350192	0	0	0.210538	0.146557	1.44038	0.113619	0	0.232108	0	0.248816	0.914875	1.0608	0.168661	0	0.472007	0.439236	2.3332
K03692	32.3602	21.0159	1.70076	28.0298	17.8916	16.0311	2.98132	0	1.62244	12.6097	11.3374	2.48228	0.50484	0	0	19.4122	37.1381	38.6766	7.67131	1.61539	1.46416	20.1398	24.3278	22.449	10.6332	0.730537	1.6427	26.9248	19.23	17.6548	11.703	1.30323	0.361655	14.391	11.0456	21.8706	8.68549	0.656845	2.43713	14.9176	6.26729	7.96643	5.75275	3.06806	1.69109
K03693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0335026	0	0	0	0	0	0	0	0	0	0	0	0
K03694	26.6851	28.4373	40.7835	25.1742	28.816	31.4911	20.9106	23.9135	28.4892	28.3179	27.8214	36.2267	23.6726	29.1729	31.0957	23.7651	27.0034	19.5324	19.1161	25.2048	40.0578	30.9211	30.0313	25.1286	19.9615	26.4185	28.7075	32.2389	38.4651	34.0968	19.3931	26.8541	28.3831	40.7012	41.9594	30.1733	23.7958	24.4674	23.1762	40.0649	29.0373	39.9196	23.8447	28.7084	25.5803
K03695	37.8164	28.2539	21.669	24.5004	23.6356	22.1969	15.494	14.4202	11.4265	19.8721	20.0795	18.3508	15.8099	15.7077	16.1166	15.5825	18.9952	11.0924	20.4629	18.2481	21.7046	32.9495	22.4571	20.5411	22.4008	17.7769	22.6798	36.0152	30.9193	28.3386	30.3266	30.3415	32.9188	27.1068	32.8071	22.1584	21.6562	30.0011	38.4216	51.7504	38.2379	40.5626	29.0558	38.1917	38.0523
K03696	55.6362	47.1371	30.294	46.0548	39.8384	42.2791	22.908	20.374	13.5149	34.9738	35.7429	24.1279	20.1623	18.2627	17.113	35.1897	60.2317	51.3708	24.2377	19.536	18.0088	37.1917	37.8204	35.999	24.2176	16.4754	17.5246	32.4804	35.2729	37.4865	27.0493	25.8569	17.491	27.9142	24.1871	33.1754	25.3776	25.6395	18.3942	25.3428	23.8913	24.8128	25.4131	21.6618	16.4612
K03697	0	0	0	0	0.256991	0	0	0	0.165019	0.305064	0	0	0.255905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170407	0	0.281393	0	0	0	0.202117	0	0.277478	0.189339	0	0	0	0	0	0
K03699	0.744298	0.264352	2.0632	0.127415	0.0922358	0	0.252848	0.273471	0.201179	0.380207	0.419188	0.396172	0.146001	0.554463	0.360449	1.37983	0.438462	0.0863021	2.47829	2.92195	3.35361	15.0821	9.33383	4.88059	0.976292	2.99062	5.02371	13.369	14.2321	10.6714	3.49828	9.20194	7.67866	8.9244	12.6284	7.24572	2.71347	9.1138	12.2262	19.7921	11.2635	16.0469	6.10382	15.5506	10.0359
K03701	80.257	94.981	108.788	77.0861	97.4126	95.8317	87.6468	73.2774	81.1623	101.028	95.337	105.895	88.6691	78.2802	78.7445	89.6756	87.4267	69.1098	93.0315	63.433	72.5734	101.797	85.4777	71.8528	111.515	71.5235	72.4701	103.331	102.995	82.8919	96.1766	73.6019	72.5931	125.488	106.7	105.842	99.35	73.6482	65.0571	117.169	105.046	111.589	101.283	82.7113	73.3858
K03702	127.778	156.925	170.569	121.559	156.792	144.912	96.2416	75.3	86.9471	160.063	147.075	132.2	98.9259	86.2578	86.6962	141.236	138.555	114.415	111.061	67.2438	84.0683	142.82	129.411	109.654	128.87	79.7409	75.5241	143.995	147.736	117.12	118.679	75.9967	81.6831	167.201	147.519	148.007	130.305	78.0578	75.1407	154.169	146.93	166.886	124.613	99.5233	86.5911
K03703	148.166	187.039	170.757	179.998	193.955	170.875	113.322	87.1076	93.8301	198.18	179.323	157.789	131.931	106.893	102.333	203.493	143.771	183.725	165.446	88.5937	88.902	171.081	192.821	164.831	191.424	107.549	97.2823	188.729	158.295	129.159	124.014	90.7321	95.7759	221.79	208.247	192.687	196.063	98.6776	82.9877	185.626	171.133	215.779	146.836	133.04	104.986
K03704	294.52	355.851	331.124	282.663	354.187	308.461	170.201	233.085	282.366	389.121	348.355	287.472	242.509	242.785	281.257	389.05	281.22	276.063	184.039	224.429	358.23	382.129	328.04	302.741	243.287	230.781	315.922	368.916	348.787	247.935	219.739	155.494	292.844	372.116	321.44	337.252	289.585	172.439	245.384	375.997	338.838	361.499	227.369	242.766	282.103
K03705	17.9808	18.085	14.814	18.6907	15.5828	15.3017	7.52186	6.66649	5.01455	15.7149	12.7736	8.74752	8.67225	9.9349	9.03734	13.5799	12.0309	5.68691	8.75254	10.459	11.5395	25.5379	17.4018	14.9958	10.9186	10.1721	9.41749	34.0448	29.1562	21.7082	13.5088	16.5013	18.1161	27.4051	35.71	21.1303	15.8005	16.1439	24.0006	42.4975	29.7076	33.6019	15.6485	24.8759	26.4908
K03706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03707	60.673	55.7702	5.90623	92.0279	60.1182	53.7975	10.3718	5.8463	8.99324	47.999	40.5837	12.0964	12.0618	6.98477	7.89589	114.754	127.445	130.455	17.125	8.53021	26.4714	72.6352	85.1011	73.5096	23.12	11.9271	14.8353	78.1003	59.4823	57.0324	10.8901	10.1281	14.7446	37.0727	35.4174	54.9623	17.0736	9.73591	11.7927	18.1518	18.1558	23.1052	8.01564	8.70169	6.74942
K03708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423682	0	0	0	0	0	0	0	0	0	0	0	0
K03709	0	0.651389	25.5342	0.778743	1.39056	0	60.1477	118.291	164.824	0.973577	4.81902	45.2262	65.541	116.779	126.441	0.559162	0.18084	0.176489	20.629	84.7811	87.5245	6.75364	1.60987	0.502537	19.2992	115.101	129.446	4.05067	3.64536	5.72415	20.407	35.9037	105.632	4.05519	7.73432	3.67217	8.38857	54.256	75.004	4.93256	13.178	6.84585	29.8054	64.785	119.686
K03710	2.91004	3.20688	4.65778	1.43365	2.86135	2.12879	1.56799	0.488547	0.359875	1.52311	1.60347	0.418468	0.963305	0.779767	0.905623	1.6173	0.726367	0.644536	1.10187	1.24158	3.46781	2.46839	1.85875	2.43476	1.34508	2.35587	1.51326	5.26198	2.667	2.26917	0.867696	2.52225	3.85106	1.98082	3.63821	2.14914	0.854106	3.27201	4.83425	6.50511	9.21959	3.38567	1.43973	3.78715	6.69666
K03711	326.695	313.589	206.406	312.691	303.259	284.355	116.141	97.2265	127.36	287.179	242.089	156.078	119.73	95.3167	107.012	481.69	427.405	363.232	144.141	85.7451	105.249	319.418	299.83	255.833	194.005	100.478	99.9853	302.253	280.626	231.738	159.89	82.9208	94.7822	251.182	233.273	274.195	190.358	84.2919	92.0643	212.689	184.115	231.01	148.886	119.402	110.201
K03716	4.50351	6.48034	5.39735	5.34551	6.00054	5.72085	6.83277	7.8211	5.31469	6.63526	6.32984	7.2749	9.09489	9.61232	6.4473	4.41752	3.68918	3.80968	7.47963	10.5913	8.55282	2.14617	3.74879	3.63831	3.33618	5.48812	9.81879	4.06475	4.5536	4.17236	2.28533	7.66915	8.0498	5.46136	4.99427	4.31029	4.74005	7.52161	8.7761	4.60693	2.83918	5.59301	3.11567	7.22605	7.49794
K03717	0.348414	0	0.28784	0.297276	0.146172	0	0.641702	0.143756	2.07195	0.665296	0.125961	0	0.437915	0.211468	4.56536	0.749757	0	0	1.07551	1.4375	45.157	1.03876	0.903826	1.38826	0.536829	1.61418	11.9541	1.68879	0.5773	0.182589	0.282245	0.395498	5.81816	0.245791	0.52942	0.0788518	0.169167	0.590034	4.91096	2.49265	0.229279	0.173103	3.99661	2.28563	4.23344
K03718	4.96181	6.72804	30.152	3.211	5.83477	7.48403	72.1722	174.308	269.076	8.23599	13.6448	56.1786	78.83	168.91	187.937	4.56626	3.18253	5.76733	27.4273	147.215	138.802	7.22265	5.61503	6.88423	23.7325	173.508	233.495	5.03947	7.96117	9.11663	16.3647	36.9112	173.928	6.19461	9.28285	8.01588	10.7883	60.3437	116.357	8.12169	13.917	12.2733	27.7016	69.2382	190.08
K03719	3.66464	5.67783	23.7145	3.93195	4.91433	4.29771	7.1461	7.78656	9.85296	10.1106	9.04432	13.4518	9.35705	7.35082	12.0168	5.44391	7.58326	1.72153	15.0493	9.96003	43.9548	20.8258	15.9132	16.113	9.74596	18.4987	22.2704	15.2383	18.8959	17.6659	10.3413	18.2178	33.2136	12.7885	16.923	11.767	8.8878	15.7048	30.6567	28.6379	23.8945	16.8895	11.678	17.9763	24.6862
K03721	0.868576	0.176321	0.156659	0.843774	0.541177	2.53544	1.88832	1.36301	12.0692	2.46706	1.04807	2.71761	2.55091	3.47402	4.87321	0.41215	0.292738	0	0.866206	0.499543	7.31738	1.678	0.334198	0.356113	0.223725	0.770875	7.40566	0	0	0.296436	0.0781213	0.108842	1.41936	0	0.0576061	0.173461	0	0	0.147032	0.079664	0.125942	0	0.116825	0.0548944	0.0605365
K03722	73.9012	58.6145	12.9382	122.038	60.8514	56.9667	2.40896	5.82212	7.43735	45.8762	38.5965	11.4184	4.80929	7.60021	10.5494	85.3589	99.4456	136.024	11.3167	12.1104	26.6739	73.9944	96.6965	97.2968	17.6461	9.56254	16.266	75.978	54.9542	61.0477	17.8277	9.8223	15.526	42.4489	47.6256	55.4895	25.5637	11.3174	24.5064	40.3234	23.2087	34.5739	17.8061	19.0554	15.0761
K03723	52.8105	46.011	31.9714	57.096	43.9768	42.9054	16.0617	14.7397	12.1927	39.0056	30.6904	25.319	16.6171	15.1699	18.4447	55.1845	60.0098	54.7062	22.0993	19.3907	30.5456	46.3059	44.751	42.0196	22.4719	19.8263	25.1035	54.1205	44.3008	41.5397	22.0294	23.0021	31.5528	46.088	46.0961	42.8597	25.1831	24.5317	29.1391	47.9765	33.2898	39.711	24.0728	27.5081	30.6717
K03724	57.3861	51.7418	8.7385	98.4617	57.2333	55.21	21.9435	86.1293	125.906	47.4237	34.957	10.9415	21.6764	74.2256	81.3148	102.827	100.419	110.886	7.28881	68.4738	76.8501	74.0283	85.621	77.7375	14.3097	82.5428	114.891	77.3894	57.3681	57.0397	6.57376	17.9825	85.2691	46.0878	45.3754	54.6955	17.694	33.239	73.2745	47.1341	25.4272	35.8085	16.7192	38.0753	93.4667
K03726	0	0	3.93014	0	0	0	6.73746	6.03909	8.77936	0	0.741625	7.24053	7.75353	7.68485	7.90737	0	0	0	2.99715	4.39303	4.14414	0	0	0	2.03879	6.1067	6.64574	0	0	0	2.89049	3.34427	4.69116	0	0	0	1.21631	5.23845	3.15052	0	0.765431	0	3.44946	3.89718	4.82414
K03727	0	0	0	0	0.0410189	0	0	0	0	0	0	0	0	0	0	0.157821	0	0.0386365	2.07158	0	0.0869633	6.38643	1.7806	1.75118	2.8512	0.179138	2.44	5.93813	3.01136	3.6214	3.23447	2.78132	5.18066	3.4854	3.51608	2.67963	1.80013	2.52317	8.29464	5.70783	3.89663	4.30844	3.736	5.42876	6.46256
K03732	2.05769	1.56823	4.86126	3.23826	3.05976	3.674	6.13666	4.01469	12.8978	6.32685	2.74081	10.1416	7.17802	9.29323	12.8589	1.82847	2.50341	1.04507	6.92679	6.46066	31.7595	4.66207	4.90116	3.28937	3.30893	6.93375	11.9762	0.441763	4.00259	2.27396	1.01363	7.01873	12.387	1.8632	3.25976	2.4986	2.76504	5.90723	4.43424	2.55071	1.89845	2.79776	4.0109	4.86029	6.46211
K03733	18.944	24.1115	28.7525	15.9845	16.7995	19.6649	14.6661	9.67712	19.9185	21.2299	19.0563	21.0006	19.0191	15.923	17.8402	7.89719	14.6548	6.85713	14.1924	14.504	36.4771	26.5533	19.3201	12.9592	15.2328	20.1007	24.7856	30.3871	32.4133	29.4082	12.259	27.4085	29.8766	36.2976	37.1293	29.2467	18.16	22.8075	23.6415	48.8805	34.9198	42.8939	20.5774	27.44	28.024
K03734	3.83538	5.10547	11.8071	2.99316	3.22349	4.92504	5.54205	9.2532	16.3994	7.53812	5.87601	10.3558	9.83588	14.2453	22.3864	3.61682	2.55442	0.582067	6.31259	7.37153	44.6358	10.8197	8.60733	6.78918	3.53025	9.90861	17.7709	7.87041	10.5658	8.61709	4.06368	6.72266	19.8065	5.75436	9.27956	5.54625	2.35268	6.24681	15.7786	12.2063	11.929	10.6912	6.86605	11.0808	21.9392
K03735	0	0.499424	0.0889459	0.239799	0.0871368	0.172666	0.475094	0.0861421	0.279575	0.613145	0.0777907	0.372902	0.615547	0.262798	2.26145	1.32449	0.572911	0.972316	4.0198	2.25156	18.4017	8.02205	1.93861	2.66704	2.5242	5.02362	5.44658	5.49071	3.82533	3.15761	1.98213	4.52677	10.3484	3.48389	5.09262	2.73211	1.43348	3.74671	11.1744	5.90948	4.81661	4.63343	4.09101	6.36285	7.78444
K03736	0	0.184547	0	0.106075	0	0	0.282522	0	0.0851494	0.548727	0	0.131733	0.984839	0.232564	0.125327	0.477008	0.891314	0.582067	1.53779	1.00979	9.719	0.739907	1.69128	1.21596	0.300743	3.47193	3.02715	0.263698	0.517342	0.405424	0.633332	1.22732	7.82808	0	0.354661	1.15628	0.0909711	0.467673	1.63028	1.37852	0	0.507481	1.69957	1.14909	0.247869
K03737	0	0.70036	1.11923	0.80203	1.56722	1.35879	0.963171	2.02818	0	1.12313	1.11961	0.824668	1.67401	0.796934	1.11524	0.0244731	0	0	0.0226215	1.24314	2.15502	0.48566	0.727885	0.567971	0	0.446551	0.528643	0	0.0190227	0	0	0.0223265	0.582819	0	0.0172059	0	0	0.575294	0	0.535347	0	0.0477982	0	0.53295	0
K03738	0.860285	1.14149	3.80436	1.12454	2.08188	2.08259	4.98906	7.44544	3.78943	2.47892	2.71857	5.13475	6.11079	7.69868	7.64586	0	0	0	0.506484	8.29632	5.41952	1.01936	1.30982	0.994455	0.724452	5.94963	6.10668	0	0	0.504985	0.907215	5.61407	5.98196	0.0365179	0.652223	0.659089	2.24543	8.78609	5.96216	0	0.428295	1.96891	2.71539	5.48639	7.20831
